"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"PEKKA.RINNE","2013-2014","NSH",24,1101.09,522,52,90.04,93.49,-3.45,98.49,88.89,63.64,-18.03
"PEKKA.RINNE","2014-2015","NSH",64,3057.98,1435,91,93.66,93.37,0.28,98.18,93.17,78.3,4.08
"PEKKA.RINNE","2015-2016","NSH",66,3107.41,1370,109,92.04,92.88,-0.84,98.02,93,73.49,-11.45
"PEKKA.RINNE","2016-2017","NSH",61,2817.47,1359,96,92.94,93.02,-0.08,98.2,93.1,74.75,-1.09
"PEKKA.RINNE","2017-2018","NSH",59,2685.95,1367,86,93.71,92.75,0.96,97.38,93.51,83.33,13.07
"PEKKA.RINNE","2018-2019","NSH",55,2524.77,1239,88,92.9,92.12,0.78,97.38,91.25,85.77,9.64
"PETER.BUDAJ","2007-2008","COL",35,1440.77,630,51,91.9,92.27,-0.37,96.5,93.77,71.43,-2.3
"PETER.BUDAJ","2008-2009","COL",56,2423.2,1139,105,90.78,92.58,-1.8,98.49,88.53,74.31,-20.49
"PETER.BUDAJ","2009-2010","COL",14,567.1,313,20,93.61,92.55,1.06,98.41,94.07,80.77,3.33
"PETER.BUDAJ","2010-2011","COL",45,1880.58,954,82,91.4,92.45,-1.04,97.14,92.57,73.42,-9.94
"PETER.BUDAJ","2011-2012","MTL",17,780.9,395,30,92.41,92.64,-0.24,98.4,93.84,70.97,-0.94
"PETER.BUDAJ","2012-2013","MTL",13,466.93,194,16,91.75,94.4,-2.65,98.31,89.29,60,-5.14
"PETER.BUDAJ","2013-2014","MTL",24,1017.05,472,39,91.74,92.44,-0.7,97.29,93.79,74.44,-3.31
"PETER.BUDAJ","2016-2017","L.A/T.B",60,2650.25,1109,82,92.61,92.53,0.08,98.24,91.33,80.98,0.89
"PETER.BUDAJ","2017-2018","T.B",8,322.88,158,14,91.14,93.27,-2.13,98.48,90.28,70,-3.36
"PETR.MRAZEK","2013-2014","DET",9,358.16,148,13,91.22,91.72,-0.5,98.31,91.38,77.42,-0.74
"PETR.MRAZEK","2014-2015","DET",29,1231.57,549,38,93.08,92.16,0.92,98.09,91.16,83.96,5.03
"PETR.MRAZEK","2015-2016","DET",54,2317.05,1111,77,93.07,92.3,0.77,98.3,93.33,80.18,8.6
"PETR.MRAZEK","2016-2017","DET",50,2292.75,1141,95,91.67,91.94,-0.26,97.83,89.42,82.81,-2.99
"PETR.MRAZEK","2017-2018","DET/PHI",39,1707.62,849,69,91.87,91.88,-0.01,96.58,93.02,79.17,-0.07
"PETR.MRAZEK","2018-2019","CAR",40,1923.98,867,60,93.08,92.13,0.95,96.49,94.51,82.84,8.24
"PHEONIX.COPLEY","2018-2019","WSH",27,1218.92,599,50,91.65,91.72,-0.07,97.84,89.9,80.49,-0.39
"PHILIPP.GRUBAUER","2013-2014","WSH",17,683.8,352,26,92.61,93.24,-0.63,99.44,88.8,78,-2.22
"PHILIPP.GRUBAUER","2015-2016","WSH",22,875.57,401,31,92.27,92.56,-0.29,97.87,89.86,82.67,-1.18
"PHILIPP.GRUBAUER","2016-2017","WSH",24,986.92,432,26,93.98,92.37,1.61,99.52,94.48,78.75,6.95
"PHILIPP.GRUBAUER","2017-2018","WSH",35,1512.92,739,46,93.78,91.57,2.21,99.08,92.16,85.53,16.33
"PHILIPP.GRUBAUER","2018-2019","COL",36,1521.7,785,59,92.48,92.38,0.11,97.98,91.34,78.52,0.85
"RAY.EMERY","2007-2008","OTT",30,1194.48,525,49,90.67,92.56,-1.9,97.45,91.01,67.74,-9.96
"RAY.EMERY","2009-2010","PHI",29,1239.3,577,40,93.07,91.97,1.1,99.13,91.54,81.4,6.33
"RAY.EMERY","2010-2011","ANA",10,418.84,205,12,94.15,93.16,0.99,96.59,96.7,76.92,2.03
"RAY.EMERY","2011-2012","CHI",34,1426.32,644,65,89.91,91.3,-1.4,96.36,90.58,76.71,-8.99
"RAY.EMERY","2012-2013","CHI",21,893.47,358,26,92.74,91.82,0.92,97.33,92.7,83.1,3.28
"RAY.EMERY","2013-2014","PHI",28,1040.99,534,44,91.76,92.53,-0.77,96.23,93.97,76.04,-4.11
"RAY.EMERY","2014-2015","PHI",31,1217.32,572,50,91.26,92.35,-1.09,99.28,90.12,74.38,-6.24
"RETO.BERRA","2013-2014","CGY/COL",31,1418.35,671,64,90.46,92.23,-1.77,96.36,89.57,79.14,-11.89
"RETO.BERRA","2014-2015","COL",19,596.43,305,22,92.79,92.48,0.31,97.86,90,85.45,0.94
"RETO.BERRA","2015-2016","COL",14,568.53,291,15,94.85,93.19,1.66,98.52,91.38,92.5,4.82
"RETO.BERRA","2016-2017","FLA",7,253.08,116,14,87.93,90.73,-2.8,96.08,88.57,73.33,-3.25
"RICHARD.BACHMAN","2011-2012","DAL",18,744.58,378,28,92.59,91.92,0.67,95.58,96.46,80.95,2.55
"RICHARD.BACHMAN","2012-2013","DAL",13,481.21,222,23,89.64,92.06,-2.42,100,84.21,76.09,-5.37
"RICHARD.BACHMAN","2014-2015","EDM",6,277.59,144,9,93.75,91.98,1.77,100,95.35,76.67,2.55
"RICHARD.BACHMAN","2016-2017","VAN",5,249.4,139,11,92.09,90.65,1.43,97.87,94.83,79.41,1.99
"RICK.DIPIETRO","2007-2008","NYI",58,2482.97,1160,94,91.9,91.92,-0.02,98,90.49,82.35,-0.27
"RICK.DIPIETRO","2009-2010","NYI",7,321.14,144,12,91.67,92.72,-1.06,94.92,91.89,72.73,-1.52
"RICK.DIPIETRO","2010-2011","NYI",26,1133.29,563,61,89.17,91.37,-2.21,95.81,90.73,71,-12.44
"RICK.DIPIETRO","2011-2012","NYI",7,287.97,140,13,90.71,91.06,-0.35,98.41,95.24,71.43,-0.49
"ROBERTO.LUONGO","2007-2008","VAN",73,2932.06,1355,98,92.77,92.51,0.26,99.47,91.09,76.05,3.47
"ROBERTO.LUONGO","2008-2009","VAN",53,2242.93,1045,65,93.78,92.13,1.65,97.48,94.31,82.69,17.23
"ROBERTO.LUONGO","2009-2010","VAN",68,2873.58,1388,101,92.72,92.6,0.13,97.48,93.45,76.14,1.78
"ROBERTO.LUONGO","2010-2011","VAN",60,2747.69,1349,89,93.4,92.29,1.12,98.53,94.49,76.7,15.07
"ROBERTO.LUONGO","2011-2012","VAN",55,2433.38,1203,85,92.93,92.04,0.89,98.61,93.8,77.92,10.74
"ROBERTO.LUONGO","2012-2013","VAN",20,931.64,441,35,92.06,92.42,-0.35,96.37,93.37,79.27,-1.56
"ROBERTO.LUONGO","2013-2014","VAN/FLA",56,2527.95,1254,92,92.66,92.77,-0.11,98.07,93.27,75.81,-1.39
"ROBERTO.LUONGO","2014-2015","FLA",61,2783.36,1318,89,93.25,93.24,0.01,97.97,91.95,79.38,0.1
"ROBERTO.LUONGO","2015-2016","FLA",62,2813.25,1378,90,93.47,92.73,0.73,98.17,93.9,78.93,10.12
"ROBERTO.LUONGO","2016-2017","FLA",40,1807.28,941,81,91.39,92.31,-0.92,97.52,91.79,74.4,-8.64
"ROBERTO.LUONGO","2017-2018","FLA",35,1582.89,894,60,93.29,92.24,1.05,98.1,95.15,77.3,9.41
"ROBERTO.LUONGO","2018-2019","FLA",43,1906.15,994,93,90.64,91.63,-0.99,98.07,87.05,79.08,-9.81
"ROBIN.LEHNER","2010-2011","OTT",8,279.7,132,14,89.39,92.9,-3.51,98.31,87.5,64.71,-4.63
"ROBIN.LEHNER","2011-2012","OTT",5,244.7,132,6,95.45,91.46,3.99,100,97.67,82.14,5.27
"ROBIN.LEHNER","2012-2013","OTT",12,568.25,325,22,93.23,92.91,0.32,96.13,93.97,83.33,1.05
"ROBIN.LEHNER","2013-2014","OTT",35,1456.3,830,67,91.93,92.27,-0.34,98.94,91.4,77.46,-2.83
"ROBIN.LEHNER","2014-2015","OTT",25,1144,615,56,90.89,92.39,-1.5,97.08,86.91,81.03,-9.22
"ROBIN.LEHNER","2015-2016","BUF",21,901.68,485,35,92.78,93.5,-0.72,97.1,92.48,77.63,-3.48
"ROBIN.LEHNER","2016-2017","BUF",59,2765.44,1504,109,92.75,93.21,-0.45,98.65,91.59,74.68,-6.83
"ROBIN.LEHNER","2017-2018","BUF",53,2269.59,1203,95,92.1,92.56,-0.46,97.74,90.69,77.88,-5.5
"ROBIN.LEHNER","2018-2019","NYI",45,2113.65,1036,69,93.34,92.25,1.09,97.94,93.48,80.77,11.34
"ROB.ZEPP","2014-2015","PHI",10,420.3,171,19,88.89,92.32,-3.43,97.73,86.27,68.75,-5.87
"RYAN.MILLER","2007-2008","BUF",71,2992.42,1416,117,91.74,92.43,-0.69,96.82,91.73,75.14,-9.76
"RYAN.MILLER","2008-2009","BUF",59,2502.97,1269,92,92.75,93.22,-0.47,97.6,92.19,75.68,-6.02
"RYAN.MILLER","2009-2010","BUF",69,3117.7,1597,114,92.86,92.34,0.53,97.38,92.93,81.01,8.39
"RYAN.MILLER","2010-2011","BUF",66,2959.88,1483,109,92.65,92.53,0.12,97.44,92.06,79.9,1.8
"RYAN.MILLER","2011-2012","BUF",61,2826.69,1393,103,92.61,92.44,0.16,97.38,94.58,78.37,2.27
"RYAN.MILLER","2012-2013","BUF",40,1744.78,940,72,92.34,92.16,0.18,97.07,93.45,79.33,1.68
"RYAN.MILLER","2013-2014","BUF/STL",59,2721.95,1429,114,92.02,92.69,-0.67,98.53,90.54,77.2,-9.58
"RYAN.MILLER","2014-2015","VAN",45,2001.1,947,83,91.24,92.01,-0.77,97.01,89.23,81.28,-7.33
"RYAN.MILLER","2015-2016","VAN",51,2426.62,1267,90,92.9,92.13,0.77,98.52,93.53,79.52,9.71
"RYAN.MILLER","2016-2017","VAN",54,2677.7,1415,104,92.65,92.02,0.63,97.08,94.64,79.06,8.96
"RYAN.MILLER","2017-2018","ANA",28,1051.25,521,29,94.43,92.32,2.11,99.18,93.26,85,11.01
"RYAN.MILLER","2018-2019","ANA",20,890.38,447,32,92.84,91.71,1.13,98.87,91.85,82.56,5.04
"SAM.MONTEMBEAULT","2018-2019","FLA",11,490.73,232,24,89.66,90.54,-0.89,98.08,85.29,80,-2.06
"SCOTT.CLEMMENSEN","2008-2009","N.J",40,1817.04,855,61,92.87,92.77,0.1,99.45,92.45,73.73,0.84
"SCOTT.CLEMMENSEN","2009-2010","FLA",23,939.25,517,43,91.68,92.73,-1.05,97.14,90.46,78.79,-5.41
"SCOTT.CLEMMENSEN","2010-2011","FLA",30,1325.93,636,51,91.98,93.12,-1.14,98.31,91.05,72.62,-7.27
"SCOTT.CLEMMENSEN","2011-2012","FLA",30,1265.22,622,47,92.44,92.84,-0.4,98.28,89.61,82.18,-2.48
"SCOTT.CLEMMENSEN","2012-2013","FLA",19,700.2,333,39,88.29,91.49,-3.2,95.56,89.43,73.33,-10.65
"SCOTT.CLEMMENSEN","2013-2014","FLA",17,697.33,344,27,92.15,91.65,0.5,98.06,92.17,79.73,1.72
"SCOTT.DARLING","2014-2015","CHI",14,663.95,327,17,94.8,92.28,2.52,98.51,96.75,84.29,8.24
"SCOTT.DARLING","2015-2016","CHI",29,1283.68,620,51,91.77,92.42,-0.65,96.92,92.82,77.31,-4
"SCOTT.DARLING","2016-2017","CHI",32,1416.84,717,45,93.72,91.52,2.21,97.7,93.88,86.31,15.81
"SCOTT.DARLING","2017-2018","CAR",43,2047.64,974,96,90.14,91.61,-1.47,96.62,89.94,77.83,-14.3
"SCOTT.DARLING","2018-2019","CAR",8,392.83,192,24,87.5,91.01,-3.51,95.95,85.53,76.19,-6.74
"SCOTT.WEDGEWOOD","2017-2018","ARI",20,897.12,491,43,91.24,91.58,-0.34,98.19,89.24,80.36,-1.67
"SEMYON.VARLAMOV","2008-2009","WSH",6,236.33,113,8,92.92,91.96,0.96,97.62,94,80.95,1.08
"SEMYON.VARLAMOV","2009-2010","WSH",26,1179.33,550,37,93.27,92.55,0.72,95.69,93.38,85.51,3.95
"SEMYON.VARLAMOV","2010-2011","WSH",27,1187.22,571,36,93.7,92.69,1.01,98,95.4,75.61,5.74
"SEMYON.VARLAMOV","2011-2012","COL",53,2491.29,1239,94,92.41,92.21,0.2,97.68,93.65,78.21,2.52
"SEMYON.VARLAMOV","2012-2013","COL",35,1513.7,746,66,91.15,92.11,-0.96,98.37,89.49,79.31,-7.14
"SEMYON.VARLAMOV","2013-2014","COL",63,2880.85,1540,97,93.7,92.46,1.24,98.52,93.86,80.43,19.08
"SEMYON.VARLAMOV","2014-2015","COL",57,2614.45,1381,114,91.75,92.26,-0.52,97.38,91.33,78.29,-7.13
"SEMYON.VARLAMOV","2015-2016","COL",57,2550.82,1364,105,92.3,92.47,-0.17,96.42,92.45,81.32,-2.33
"SEMYON.VARLAMOV","2016-2017","COL",24,1052.45,572,56,90.21,92.64,-2.43,98.18,89.25,72.32,-13.92
"SEMYON.VARLAMOV","2017-2018","COL",51,2211.1,1213,81,93.32,92.54,0.79,97.43,93.92,80.19,9.54
"SEMYON.VARLAMOV","2018-2019","COL",48,2182.22,1115,89,92.02,92,0.02,98.17,89.86,79.81,0.21
"SERGEI.BOBROVSKY","2010-2011","PHI",54,2313.58,1181,87,92.63,91.98,0.65,98.57,92.2,79.31,7.72
"SERGEI.BOBROVSKY","2011-2012","PHI",29,1136.22,556,48,91.37,91.64,-0.28,98.12,90.75,80.17,-1.53
"SERGEI.BOBROVSKY","2012-2013","CBJ",38,1744.31,859,50,94.18,92.96,1.22,98,93.26,83.69,10.47
"SERGEI.BOBROVSKY","2013-2014","CBJ",58,2565.25,1282,86,93.29,92.96,0.33,97.97,92.79,80.19,4.24
"SERGEI.BOBROVSKY","2014-2015","CBJ",51,2327.25,1197,90,92.48,92.93,-0.45,98.41,89.61,81.82,-5.37
"SERGEI.BOBROVSKY","2015-2016","CBJ",37,1683.65,814,69,91.52,92.53,-1.01,96.63,91.1,77.94,-8.23
"SERGEI.BOBROVSKY","2016-2017","CBJ",63,3000.4,1451,89,93.87,91.97,1.89,97.71,93.45,85.71,27.47
"SERGEI.BOBROVSKY","2017-2018","CBJ",65,3201.35,1605,102,93.64,91.53,2.11,97.96,92.84,85.46,33.93
"SERGEI.BOBROVSKY","2018-2019","CBJ",61,2881.48,1449,119,91.79,91.77,0.01,97.29,89.18,83.73,0.2
"STEPHEN.VALIQUETTE","2007-2008","NYR",13,504.92,228,17,92.54,92.5,0.05,98.89,91.07,76.92,0.11
"STEPHEN.VALIQUETTE","2008-2009","NYR",15,592.55,295,26,91.19,91.61,-0.42,97.78,91.39,79.63,-1.25
"STEVE.MASON","2008-2009","CBJ",61,2708.71,1156,86,92.56,92.32,0.24,98.03,93.1,78.12,2.75
"STEVE.MASON","2009-2010","CBJ",57,2407.53,1188,107,90.99,92.77,-1.78,97.18,89.24,77.6,-21.09
"STEVE.MASON","2010-2011","CBJ",54,2275.29,1143,100,91.25,92.71,-1.46,98,92.1,67.7,-16.69
"STEVE.MASON","2011-2012","CBJ",46,1989.85,1080,95,91.2,93.11,-1.91,98.15,89.78,72.02,-20.64
"STEVE.MASON","2012-2013","CBJ/PHI",20,854.82,450,41,90.89,92.47,-1.58,95.02,93.25,76.74,-7.1
"STEVE.MASON","2013-2014","PHI",61,2652.8,1374,102,92.58,93.22,-0.65,96.95,93.47,75.6,-8.91
"STEVE.MASON","2014-2015","PHI",51,2293.23,1172,66,94.37,92.82,1.55,99.17,96.35,77.14,18.2
"STEVE.MASON","2015-2016","PHI",54,2445.47,1267,82,93.53,92.3,1.23,98.81,94.33,79.92,15.53
"STEVE.MASON","2016-2017","PHI",58,2525.4,1227,100,91.85,92.29,-0.44,98.65,91.82,75.41,-5.35
"STEVE.MASON","2017-2018","WPG",13,531.58,294,24,91.84,91.54,0.3,97.93,91.76,78.12,0.87
"THATCHER.DEMKO","2018-2019","VAN",8,391.22,209,16,92.34,92.71,-0.37,98.13,88.41,81.82,-0.77
"THOMAS.GREISS","2009-2010","S.J",15,555.1,287,22,92.33,91.49,0.84,99.03,93.89,75.47,2.41
"THOMAS.GREISS","2011-2012","S.J",19,827.31,366,25,93.17,92.67,0.5,96.28,94.87,80.33,1.83
"THOMAS.GREISS","2012-2013","S.J",6,239.6,121,10,91.74,92.02,-0.28,92.86,93.18,85.71,-0.34
"THOMAS.GREISS","2013-2014","ARI",25,1050.58,492,30,93.9,93.01,0.89,97.15,93.53,84.21,4.4
"THOMAS.GREISS","2014-2015","PIT",20,895.14,387,31,91.99,92.86,-0.87,97.98,89.34,79.1,-3.37
"THOMAS.GREISS","2015-2016","NYI",41,1827.1,931,61,93.45,91.66,1.79,97.52,94.58,83.92,16.62
"THOMAS.GREISS","2016-2017","NYI",51,2323.54,1182,94,92.05,91.43,0.61,98.12,91.86,81.68,7.25
"THOMAS.GREISS","2017-2018","NYI",27,1244.22,705,66,90.64,91.75,-1.11,98.03,92.05,71.32,-7.82
"THOMAS.GREISS","2018-2019","NYI",43,1839.62,926,57,93.84,92.24,1.61,98.42,92.16,84.76,14.87
"TIM.THOMAS","2008-2009","BOS",53,2410.85,1222,67,94.52,92.72,1.8,98.85,95.74,78.92,21.94
"TIM.THOMAS","2009-2010","BOS",43,1908.55,915,80,91.26,92.89,-1.63,97.6,89.44,76.81,-14.94
"TIM.THOMAS","2010-2011","BOS",57,2671.78,1418,72,94.92,92.61,2.31,99.38,93.81,84.21,32.78
"TIM.THOMAS","2011-2012","BOS",59,2645.43,1293,97,92.5,93.05,-0.55,97.24,92.94,77.21,-7.15
"TIM.THOMAS","2013-2014","FLA/DAL",48,2080.15,1048,96,90.84,92.31,-1.47,98.95,89.43,72.83,-15.41
"TOBIAS.STEPHAN","2008-2009","DAL",10,294.48,149,16,89.26,91.72,-2.46,94.59,92.05,70.83,-3.66
"TOMAS.VOKOUN","2007-2008","FLA",68,2895.68,1552,115,92.59,92.47,0.12,97.39,92.54,78.33,1.82
"TOMAS.VOKOUN","2008-2009","FLA",59,2560.5,1443,93,93.56,92.76,0.8,99.37,92.62,77.78,11.49
"TOMAS.VOKOUN","2009-2010","FLA",63,2837.72,1590,101,93.65,92.74,0.91,98.66,93.09,79.33,14.48
"TOMAS.VOKOUN","2010-2011","FLA",57,2552.23,1355,109,91.96,92.85,-0.89,96.9,91.32,77.89,-12.08
"TOMAS.VOKOUN","2011-2012","WSH",47,2084.8,1034,73,92.94,92.84,0.1,97.48,95.83,74.73,1.02
"TOMAS.VOKOUN","2012-2013","PIT",20,803.43,410,25,93.9,93.17,0.74,98.53,92.7,82.61,3.02
"TRISTAN.JARRY","2017-2018","PIT",26,1095.46,531,49,90.77,91.89,-1.11,97.98,88.77,76.29,-5.92
"TUUKKA.RASK","2009-2010","BOS",45,2000.7,926,59,93.63,92.66,0.97,97.69,93.6,81.54,9
"TUUKKA.RASK","2010-2011","BOS",29,1264.08,683,52,92.39,92.4,-0.02,97.74,92.52,77.32,-0.11
"TUUKKA.RASK","2011-2012","BOS",23,1049.54,494,36,92.71,92.93,-0.21,96.34,90.12,87.21,-1.06
"TUUKKA.RASK","2012-2013","BOS",36,1695.25,788,50,93.65,92.35,1.3,98.71,91.87,83.77,10.25
"TUUKKA.RASK","2013-2014","BOS",58,2755.67,1285,74,94.24,93.63,0.61,98.12,92.89,82.7,7.9
"TUUKKA.RASK","2014-2015","BOS",70,3250.55,1602,110,93.13,93.4,-0.26,98.48,91.84,76.29,-4.23
"TUUKKA.RASK","2015-2016","BOS",64,2944.66,1466,109,92.56,92.74,-0.18,98.52,92.39,74.48,-2.6
"TUUKKA.RASK","2016-2017","BOS",65,2886.45,1252,100,92.01,92.74,-0.72,98.25,90.78,75.83,-9.05
"TUUKKA.RASK","2017-2018","BOS",54,2534.03,1142,88,92.29,92.23,0.06,97.49,91.37,80.37,0.69
"TUUKKA.RASK","2018-2019","BOS",46,2156.92,958,70,92.69,92.39,0.3,96.67,93.13,81.5,2.88
"TY.CONKLIN","2007-2008","PIT",29,1265.58,674,39,94.21,93.06,1.15,99.32,93.79,75,7.77
"TY.CONKLIN","2008-2009","DET",39,1626.65,735,55,92.52,92.42,0.1,97.68,91.02,81.82,0.7
"TY.CONKLIN","2009-2010","STL",26,1065.61,541,44,91.87,92.32,-0.46,96.52,91.22,82.05,-2.47
"TY.CONKLIN","2010-2011","STL",25,1003.15,447,49,89.04,92.6,-3.56,95.93,89.86,69.12,-15.91
"TY.CONKLIN","2011-2012","DET",15,646.23,303,27,91.09,91.4,-0.31,98.44,95.24,71.43,-0.95
"VESA.TOSKALA","2007-2008","TOR",63,2586.67,1174,98,91.65,92.15,-0.49,96.39,92.68,76.02,-5.79
"VESA.TOSKALA","2008-2009","TOR",52,2225.52,1063,100,90.59,92.11,-1.52,96.58,89.91,77.65,-16.16
"VESA.TOSKALA","2009-2010","TOR/CGY",32,1225.13,565,56,90.09,92.35,-2.27,94.67,90.4,77.78,-12.8
"VIKTOR.FASTH","2012-2013","ANA",25,1141.32,537,41,92.36,92.17,0.19,97.5,93.01,80.18,1.04
"VIKTOR.FASTH","2013-2014","ANA/EDM",12,539.18,252,25,90.08,92.13,-2.05,97.17,90.32,75.47,-5.16
"VIKTOR.FASTH","2014-2015","EDM",26,1076.42,547,57,89.58,91.58,-2,96.19,87.1,80.8,-10.95
"WADE.DUBIELEWICZ","2007-2008","NYI",20,805.7,419,29,93.08,92.12,0.96,94.37,96.36,77.19,4.03
"YANN.DANIS","2008-2009","NYI",31,1341.48,680,51,92.5,92.04,0.46,98.02,92.41,80.18,3.14
"YANN.DANIS","2009-2010","N.J",12,377.42,166,10,93.98,91.94,2.04,98.48,95.71,80,3.38
"ZANE.MCINTYRE","2016-2017","BOS",8,272.09,118,16,86.44,91.05,-4.61,98.08,94.29,58.06,-5.44
